time,speed,accel,energy_density,fuel
0,2.01449140082424,0,0.805796560329697,8.05796560329697e-05
1,0,-0.5595809446734,1.3989523616835,0.00022047489220132
2,3.39918609889307,0.944218360803631,3.72022034156631,0.00059249692635795
3,6.74480783374387,0.929339370791889,5.02127156047727,0.00109462408240568
4,3.90710116939017,-0.788251851209362,3.53347009577947,0.00144797109198363
5,6.10407902975358,0.610271627878725,3.96731068159824,0.00184470216014345
6,5.70736691390455,-0.110197809958063,2.55844129045698,0.00210054628918915
7,3.1044608637951,-0.723029458363736,3.04935799142738,0.00240548208833189
8,5.34048335415434,0.621117358433122,3.68898673774454,0.00277438076210634
9,2.49225355497377,-0.791174944216825,2.97483878253157,0.0030718646403595
10,7.86133931797956,1.49141271194605,6.87306750705695,0.00375917139106519
11,2.04006242494815,-1.61702135917539,4.85857836791774,0.00424502922785697
12,2.49972772326683,0.12768480508852,1.31910310202803,0.00437693953805977
13,3.44038952112821,0.261294943850384,2.02939316807724,0.00457987885486749
14,0,-0.955663755868947,2.38915938967237,0.00481879479383473
15,10.3151408784453,2.86531691067925,11.2893486280762,0.00594772965664235
16,6.94270299057823,-0.936788302185295,5.11905195169453,0.00645963485181181
17,3.60410064689372,-0.927389539912364,3.7601141085384,0.00683564626266565
18,9.81723471805661,1.72587057532302,8.2415703255302,0.00765980329521867
19,0.346723489294511,-2.63069756354503,6.71543330458037,0.0083313466256767
20,4.88942508445016,1.2618615542099,5.11042391930482,0.00884238901760719
21,4.12976084142761,-0.211017845284041,2.17944894978115,0.0090603339125853
22,5.41648917036087,0.357424535814795,3.06015700768134,0.00936634961335344
23,4.95335942806544,-0.128647150637621,2.30296164782023,0.00959664577813546
24,0.93207176178147,-1.11702435174555,3.16538958407645,0.0099131847365431
25,2.90984611141119,0.549381763786034,2.53739285402956,0.0101669240219461
26,1.94578280082769,-0.267795364050975,1.44780153045851,0.0103117041749919
27,3.73722382883586,0.49762250778005,2.73894580098447,0.0105855987550904
28,4.52726715202501,0.219456478663651,2.35954805746913,0.0108215535608373
29,3.95499067244911,-0.158965688771082,1.97941049090735,0.011019494609928
30,0,-1.09860852012475,2.74652130031188,0.0112941467399592
31,0,0,0,0.0112941467399592
32,0,0,0,0.0112941467399592
33,0,0,0,0.0112941467399592
34,0,0,0,0.0112941467399592
35,1.59789092485425,0.443858590237292,1.74880284553493,0.0114690270245127
36,0,-0.443858590237292,1.10964647559323,0.011579991672072
37,0,0,0,0.011579991672072
38,0,0,0,0.011579991672072
39,0,0,0,0.011579991672072
40,0,0,0,0.011579991672072
41,0,0,0,0.011579991672072
42,0,0,0,0.011579991672072
43,0,0,0,0.011579991672072
44,0,0,0,0.011579991672072
45,0,0,0,0.011579991672072
46,0,0,0,0.011579991672072
47,0,0,0,0.011579991672072
48,0,0,0,0.011579991672072
49,1.57009892615052,0.436138590597367,1.71838604695363,0.0117518302767674
50,0,-0.436138590597367,1.09034647649342,0.0118608649244167
51,0,0,0,0.0118608649244167
52,0,0,0,0.0118608649244167
53,0,0,0,0.0118608649244167
54,0,0,0,0.0118608649244167
55,0,0,0,0.0118608649244167
56,0,0,0,0.0118608649244167
57,0,0,0,0.0118608649244167
58,0,0,0,0.0118608649244167
59,0,0,0,0.0118608649244167
60,4.25793045192764,1.18275845886879,4.66006832794303,0.012326871757211
61,1.50192390155847,-0.765557375102549,2.51466299837976,0.012578338057049
62,1.84090330529963,0.0941609454836578,0.971763685828998,0.0126755144256319
63,6.61719923617186,1.32674886968673,5.96375186868557,0.0132718896125005
64,0.027021989406157,-1.83060479076825,4.58732077268309,0.0137306216897688
65,5.08987324754882,1.40634757170629,5.55181822828526,0.0142858035125973
66,6.03197600897288,0.261695211506685,3.06702843235587,0.0145925063558329
67,3.28363821701929,-0.763427164431554,3.2220231978866,0.0149147086756215
68,5.1058792120756,0.506178054182308,3.30779682028601,0.0152454883576501
69,1.35657017180354,-1.04147473340891,3.14631490224368,0.0155601198478745
70,1.75229408601085,0.109923309502031,0.975725908159417,0.0156576924386904
71,5.79589689390509,1.12322300219284,5.12641626304415,0.0161703340649949
72,7.87310119444593,0.577001194594677,4.59174346426506,0.0166295084114214
73,13.6253593622516,1.59784949105712,9.44476747254342,0.0175739851586757
74,3.96645936010548,-2.68302777837391,8.29415318997697,0.0184034004776734
75,6.56199307373682,0.720981587119816,4.42725119729427,0.0188461255974028
76,5.71964809609677,-0.233984716011124,2.87282102846652,0.0191334077002495
77,0.0698168508498753,-1.56939756812414,3.9514206606503,0.0195285497663145
78,4.3894406359666,1.19989549586576,4.75551499405103,0.0200041012657196
79,0.0972362214902347,-1.19227900402121,3.01959199864913,0.0203060604655845
80,7.71727901196835,2.11667855291059,8.37860798706381,0.0211439212642909
81,2.19000571926265,-1.53535369241825,4.71438651875069,0.021615359916166
82,4.75914745228234,0.713650481394357,3.68778518439883,0.0219841384346059
83,2.3811968481815,-0.660541834472454,2.60383332545374,0.0222445217671512
84,4.4372738977029,0.571132513755945,3.20274084347102,0.0225647958514983
85,1.1990203135988,-0.899514884473363,2.72839533662293,0.0228376353851606
86,3.91031582197665,0.753137641216071,3.44697043183084,0.0231823324283437
87,4.07219133706311,0.0449654208573495,1.74129008696862,0.0233564614370406
88,6.38313349385123,0.641928376885589,4.15807433975447,0.023772268871016
89,0.0448001723311198,-1.7606481448667,4.41954043109919,0.0242142229141259
90,0,-0.0124444923141999,0.0311112307854998,0.0242173340372045
91,0,0,0,0.0242173340372045
92,2.81631283910738,0.782309121974272,3.08229794057863,0.0245255638312623
