time,speed,accel,energy_density,fuel
0,0,0,108.49,0.010849
1,0,0,108.49,0.021698
2,2.26452961822013,0.629036005061147,110.968401859941,0.0327948401859941
3,1.14344589458305,-0.311412145454745,109.72590872147,0.0437674310581411
4,5.1853169114659,1.12274194913412,113.370981637422,0.0551045292218833
5,3.30422288683265,-0.52252611795368,111.118004449617,0.066216329666845
6,3.46681783581493,0.0451652636061897,109.989640293341,0.0772152936961791
7,0,-0.963004954393037,110.897512385983,0.0883050449347774
8,2.8913648834742,0.803156912076167,111.65443823358,0.0994704887581354
9,6.02113945396074,0.86938182513515,113.071910344422,0.110777679792578
10,4.86032657602706,-0.322448021648246,111.240250684531,0.121901704861031
11,10.3498837901112,1.52487700391225,116.442146025825,0.133545919463613
12,1.35037902087092,-2.49986243590007,115.279807698099,0.145073900233423
13,6.55848422327995,1.44669588955807,114.730133413207,0.156546913574744
14,7.63891148959962,0.300118685088796,112.295861308562,0.1677764997056
15,5.25584155783126,-0.661963869935655,112.247246297972,0.179001224335397
16,7.82091516061913,0.712520445218852,113.399667177295,0.190341191053127
17,12.4653243504026,1.29011366382874,116.701413899733,0.2020113324431
18,4.26266995903537,-2.27851510871312,115.891355755397,0.21360046801864
19,6.2309863712088,0.546754558937064,112.349280945826,0.224835396113222
20,2.83612992594352,-0.943015679240357,111.981991168478,0.23603359523007
21,9.02999459941886,1.72051796485426,116.403292751903,0.24767392450526
22,2.92764610345,-1.6950968044358,113.898800452469,0.259063804550507
23,3.62200296193672,0.1928769051352,110.420993447613,0.270105903895269
24,10.0722343904581,1.79173095236704,116.998221137101,0.281805726008979
25,7.84178480867292,-0.619569328273652,113.175637244153,0.293123289733394
26,2.63889416531111,-1.44524740093384,113.158676168459,0.30443915735024
27,7.46497711080859,1.34057859597152,114.827437334252,0.315921901083665
28,1.9262887372447,-1.53852454821219,113.106826865428,0.327232583770208
29,3.69622057247715,0.491647732009016,111.197607559013,0.338352344526109
30,8.34892901862702,1.29241901281941,115.060619139499,0.349858406440059
31,9.08500886109774,0.204466622908535,112.63517010171,0.36112192345023
32,0.458624804093148,-2.39621779361239,114.663994405668,0.372588322890797
33,1.1862766877487,0.202125523237652,109.469824483194,0.383535305339116
34,3.90212473487226,0.7544022353121,111.936855482229,0.394728990887339
35,2.14266907261965,-0.488737683959059,110.568911838945,0.405785882071234
36,0,-0.595185853505457,109.977964633764,0.41678367853461
37,0,0,108.49,0.42763267853461
38,0,0,108.49,0.43848167853461
39,0,0,108.49,0.44933067853461
40,0,0,108.49,0.46017967853461
41,0,0,108.49,0.47102867853461
42,0,0,108.49,0.48187767853461
43,5.61503374560783,1.55973159600218,114.635342488249,0.493341212783435
44,0,-1.55973159600218,112.389328990005,0.504580145682436
45,2.79732612304303,0.777035034178619,111.551518034664,0.515735297485902
46,0,-0.777035034178619,110.432587585447,0.526778556244447
47,2.41629732722757,0.671193702007659,111.13450318591,0.537892006563038
48,0,-0.671193702007659,110.167984255019,0.54890880498854
49,0,0,108.49,0.55975780498854
50,0.419155860136927,0.116432183371369,108.948742802483,0.570652679268788
51,1.84411496699714,0.395821974127838,110.217200922118,0.581674399361
52,0.101113810704607,-0.484166987859038,109.740862993929,0.592648485660393
53,0,-0.0280871696401685,108.5602179241,0.603504507452803
54,0,0,108.49,0.614353507452803
55,0.0508805190123112,0.0141334775034198,108.545685901363,0.625208076042939
56,0,-0.0141334775034198,108.525333693759,0.636060609412315
57,1.81571414635136,0.504365040653155,110.477198260173,0.647108329238332
58,1.40289426535264,-0.114672189166311,109.337838179057,0.658042113056238
59,8.69579787260704,2.02580655757067,117.032835542969,0.669745396610535
60,6.50140458193061,-0.609553691854565,112.614446062409,0.681006841216776
61,7.26409059683,0.211857226360942,111.925279304634,0.692199369147239
62,4.61189753082853,-0.736720296111518,112.17655975261,0.7034170251225
63,8.66077702505028,1.12468874839493,114.766032681007,0.714893628390601
64,9.48055756337984,0.227716816202656,112.851515065859,0.726178779897187
65,6.35781472293893,-0.867428566789143,113.201697306148,0.737498949627802
66,6.22001341067356,-0.0382781422959343,111.073700720009,0.748606319699803
67,4.56566127963983,-0.459542258620481,111.465120158407,0.759752831715643
68,13.52779381764,2.4894812605556,120.124820678445,0.771765313783488
69,8.36306299461939,-1.43464745083906,115.421843824945,0.783307498165982
70,11.9766330018712,1.00376944645884,115.790076816896,0.794886505847672
71,12.4657334227716,0.135861228027883,113.815946439178,0.80626810049159
72,12.8099768144994,0.0956231643688178,113.853048636722,0.817653405355262
73,10.8791217984049,-0.536348615581794,114.182520258316,0.829071657381094
74,12.3077877847814,0.396851662882354,114.405244271118,0.840512181808205
75,12.1938275589881,-0.0316556182758967,113.446670069285,0.851856848815134
76,17.2252767799701,1.3976247836061,118.874172671003,0.863744266082234
77,9.70462857685309,-2.08906894531028,117.594523794017,0.875503718461636
78,12.4877573095473,0.773091314637294,115.417831210412,0.887045501582677
79,16.1744950215771,1.02409380889714,117.520032530874,0.898797504835764
